Nr,Vorname,Nachname,Titel,Geschlecht,Konfession,Bemerkungen
3667,"Joachim Karl","Ziegler","1749 Rat, wechselt zur Minbancodep.",2,0,"sollte vermutl 1748 handschriftlich eingetragen sein, aber fehlen Notizen, nur Streichungen und Kritzeleien da. 

Hofrat bei der Minbancodep und Vater von Karl Leopold u. Anton. Sorgt im Sept. 1766 für die Aufnahme seines Sohnes (P 31, 238v). 


Ist TZ für die Hochzeit von Wilhelm Ferdinand E.v. Hillmayr und Elisabeth v. Lambinet am 29.8.1763. 
Andere TZ waren Joseph Hillmayr, sn Hofkaplan, Bruder des Bräutigam, Tobias v. Gebler, HR in der Bö-Ö. Hofkanzlei, Ignaz v. Böck, HR und NÖ Reg. Kanzler, Ignaz v. Stöckl, NÖRR (Hofburgpfarre, Trauungsbuch 1756-1810, 44)

Bittet 1766 als Hofrat bei der Min.Ban.Dep. Um Aufnahme als Sekretär und um Expektanz für eine Ratsstelle für seinen Sohn Karl Leopold (P 31, 238v)."
3166,"Rosalia","Winckelmann","Witwe nach  Hieronymus W.",1,0,"Sie oder Namensgleiche Taufpatin von Rosalia Zachs Kind!"
828,"Karl Gustav","Haereus (Heraeus)","1723 v., Rat",2,0,"Amt erst ab 1717 im HK

v"
6225,"Sophia","Heide (Heid, Haid)","nur Aug-Nov",0,0,
3594,"Christoph","Hochleutner (Hochleitner)","1781-84 in Klagenfurt",2,0,"1784 gestrichen, gestorben"
5540,"N. F.v.","Schwarzenberg, geb. G.v. Hohenfeld",,0,0,
3372,"Joseph Anton Eustachius","Laubmayr","1765 RM",2,0,"wird 1785 (vorübergehend) durch Bourgeois als Auditor ersetzt wegen eines sich entdeckten cassa defects (OMeA Akten, K. 10, 1785, Nr. 671)."
6139,"Leopold","Stahrbacher","1784 h.e.",0,0,"1784, 85, 87 steht er im Schem. bei portier im augarten, im HK handschriftlich geändert"
5614,"Maria Anna","Steinmayr",,0,0,"Tochter von Wolfgang Steinmayr, geboren 1763? Vom Alter könnts passen! 
Aufnahme P 47 (1790), 423 nachschauen!"
4174,"Joseph","Mayer (I)",,0,0,
4611,"vacat","vacat",,0,0,"die Agenden der OMeA Kanzlei führt ab Okt 1785 der OStL v. Weber (OMeA Akten K. 10, 1785, Nr. 521)."
4502,"Theresia","Gasser, geb. Simans",,0,0,"Simansche Schwester, Schwester von Barbara. 

Immer 2 Töchter genannt: P 19, 235; P 20, 799; P 21, 172 u 530). In P 20 stehen Vornamen Barbara u Maria Anna. Ab wann und wer Theresia ist, ist unklar.

1775 schon eine verwitwete Gassner (OMeA AA K. 79, 1775).

Ident mit Maria Anna Siman? Oder ihre Tochter?  Wieviele Töchter hatte Theresia Siman?"
5713,"Rosina","La Tour (Latour)",,0,0,"eine Tochter von du vieux Latour de la venerie soll 1776 fille de garderobe in Mailand werden. MT hätte sie selbst gern, wenn sie einen Platz hätte. Leider keine vornamen! (MT an Ferd, 1776, Arneth, Briefe MTs an ihre Kinder, Bd. 2, 40)."
3161,"Joseph E.v.","Weyrother","1764 E.v., später bei EH Ferdinand am Mailänder Hofstaat",2,0,"geht mit Ferdinand nach Mailand als Oberbereiter, kommt Ende 1776 zurück  (MT an Ferd, Dez.1776, Arneth, Briefe MTs an ihre Kinder, Bd. 2, 60)."
838,"Johann Michael","Baumgartner","1717 JUD",2,0,"v"
839,"Franz Anton","Spann (Spaun)","1717 JUD",2,1,
3593,"Jakob","Wagner","ab 1781 in Klagenfurt",2,0,"Gerhab v Bernhard Heydenreich, der Perückenmacher Profession gelernt hat und ca in dem Zeitraum freigesprochen wurde (OMeA Akten K. 1, 1781, Nr. 105)."
840,"Johann Friedrich","Maderer","1717 JUD",2,0,
1693,"Johann Ferdinand","Freidenberg (Freudenberger)",,2,0,"1734 + 3 jungen
1735 ebenso
1736 ebenso
1737 ebenso
1739 ebenso

wird 1741 Silberdiener (OMeA ÄZA K. 40, 1r-4v, 27r). Starb im März 1741."
909,"Barbara","Mayr",,1,0,"Eine Barbara Mayr legt am 6.2.1723 den Heiratseid mit Johann Georg Zimmermann ab. Zeugen sind Wasmayr und Johann Georg Bock (Hofburgpfarre, Tauf-, Trauungsbuch, 731).


Eine Barbara Mayr, uxor Johann Mayr, fabri lignarii aulici, starb am 14.2.1766 (Hofburgpfarre, Sterbebuch 1755-1824, 14)."
843,"Joachim Georg","Schwandtner","1717 JUD",2,0,
3313,"Franz","Werner","1765-66 s.n., ab 1796 jubil.",2,0,"wird 1789 Zeremoniar, wird aber dem Burgpfarrer unterstellt. Bisherige verfassung des Hofklerus gestürzt (Wolfsgruber, Hofburgkapelle, 322).
Wird 1796 jubiliert, seine Stelle eingespart (Ebd, 340)."
5238,"N. (Dominika) G.v.","Welsperg, geb. G.v. Thurn",,0,0,"Tochter von Franz Thurn u. Valsassina aus 1. Ehe mit Marianna G.v. Rosenberg, (Arneth, Briefe MTs an ihre Kinder und Freunde, Bd. 2, 32). 

Bekommt seit 1766 Pension v. 1000 fl aus dem geh. KZA auf die ung. Herrschaften. 1777 Heirat mit Philipp G.v Welsperg, Statthalter der Stmk (Geh. KZA 6, fol. 27, Nr. 138; Hofburgpfarre, Trauungsbuch 1756-1810, 114)."
3820,"Maximiliana G.v.","Belrupt, geb. Berschowetz","Witwe, am Brüsseler Hof, später bei Prinzessin Charlotte v. Lothringen im Dienst",1,0,"bekommt an Besoldung und Pension 7000 fl. Wird Ende 1743 Obersthofmeisterin bei EH Maria Anna als Gouverneurin der NL und geht nach Brüssel ab (Prot 17, 436v).

Starb am 6.9.1752 als suprema prefectissa bei Prinzessin Charlotte (Hofburgpfarre, Sterbebuch 1648-1755, 05-28)."
5194,"N. G.v.","Kollowrath, geb. G.v. Khevenhüller",,0,0,
4584,"Balthasar","Weiss (II)","ab 1803 der HBA-Buchhalterei zugeteilt",0,0,
6208,"Elisabeth","Heiss",,0,0,"ist sie die Schwester von Karl Heiss, Tochter von Franz Heiss? In P 41, 9 steht nix.

Ist sie die verh. Seyfried?"
3253,"Katharina","Weiss",,1,0,"starb am 5.5.1753 (Hofburgpfarre, Sterbebuch 1648-1755, 05-29)."
5388,"Karl Joseph","Schram",,0,0,"ab 1804 Joseph, im Schem. Immer nur Joseph"
1778,"Johann Baptist","Begontina","1731 JUD, 1745 Rat",2,0,"1748 gestrichen"
6025,"N. G.v.","Wilczek, geb. G.v. Hardegg",,0,0,
4408,"Jakob","Stern (II)","1777-86 s.n.",0,0,"seit Juli 1784 Kaplan in Hetzendorf (Wolfsgruber, Hofburgkapelle, 314).

der Gottesgelehrtheit Doktor"
2826,"Anna Rosina v.","Hillmayr","1746 h.e., 1747 h.e.",1,0,"starb am 22.7.1752 (Hofburgpfarre, Sterbebuch 1648-1755, 05-28)."
1779,"Joseph","Alxinger","1732 JUD, 1745 Rat",2,0,"mit einer Elisabeth Hueberin verheiratet? Dann heiratet sie später nochmal, einen Stegnern."
4500,"Franziska","Togniola","ab 1781 in Innsbruck",0,0,"wird im Juli 1776 als Kammermensch bei M. Elisabeth aufgenommen (P 38, 294v). 
Verw. mit Maria Anna T?

Wird gleichzeitig mit Josepha als Kammerdienerin angestellt (P 41, 7r). Kein verw. grad angegeben."
4150,"Johann","Fürst","ab 1781 in Klagenfurt",0,0,
2855,"Franz","Mayer (I)",,2,0,"selber wie 3132?"
3911,"Joseph","Piazol","1766 SJ",0,0,"kurz vor Aufhebung des Ordens gestorben (Wolfsgruber, Hofburgkapelle, 286)."
1449,"Elisabeth","Oberleuthner",,1,0,"Eine Elisabeth Oberleitnerin heiratet am 11.2.1754 Johann Michael Funck. TZ waren Peter Affolter und Christoph Stockl  (Hofburgpfarre, Trauungsbuch 1749-72, 40)."
1290,"Anna Barbara","Mayr",,1,0,"eine Barbara Mayr, uxor Johann Mayr, fabri lignarii aulici, starb am 14.2.1766 (Hofburgpfarre, Sterbebuch 1755-1824, 14)."
1783,"Franz Joseph","Bratsch","1735 JUD, 1741 s.n., 1745 Rat",2,0,
2575,"Gottfried","Landerer",,2,0,"gut möglich dass er vorher im Haupthofstaat Kontrollorschreiber war, die sind nicht namentlich drin. Wechsel zu Elis. Chr. (OMeA ÄZA K. 40, 27r)."
2829,"Anna Margaretha v.","Rütz (Ruitz, Ruiz)",,1,0,"starb am 25.3.1767 in der Alsergasse (Hofburgpfarre, Sterbebuch 1755-1824, 15)."
6104,"Leopold","Hullich (Hillisch) - Wohlmuth","im Kaiserspital",0,0,"vorher in der Burg, als L. Hillisch-Wohlmuth im Taufbuch, 

verh. Mit Catharina, geb. Hauserin, 
Sohn Johann Michael, getauft 26.5.1786,
Patin ist eine Barbara Schneiderin, Hofbaufuhrmann (Am Hof, Taufbuch, 1783-98, 38)
Sohn Joseph, getauft 14.10.1787, Pate Joseph Ginzelmayr, Hausinhaber (Hofburgpfarre,Taufbuch  1755-1824, 62).
Tochter Barbara, getauft 13.9.1789, Pate Barbara Schneiderin, an deren Statt aber Susanna Panzerin, die zugleich Hebame war (Ebd., 64)."
4209,"Lorenz","Jordan",,0,0,"heiratet am 5.6.1770 die Witwe von Franz Heiss, Victoria, geb. Bock. War zu dem Zeitpunkt bereits Doliarius in cellario aulico! (Hofburgpfarre, Trauungsbuch 1756-1810, 93).
Sohn Cajetanus, getauft 7.8.1771 (Hofburgpfarre, Taufbuch, 1755-1824, 36).
Tochter Anna Maria, getauft 27.6.1773, Pate ist Johann Luntz (Luetz). Bürg. Greißler (Ebd. 43).
Sohn Anton Ferdinand, getauft 5.6.1776, Pate Ferdinand Riegler, Kammerheizer im Namen der EH M. Elisabeth (Ebd. 49).

Heiratet erneut, Sabina geb. Fellmann.
Tochter Aloysia Christina, getauft 29.3.1794, Patin Christina Prechelmacherin, eines Greißlers Ehefrau (Ebd., 71).
Sohn Anton, getauft 13.4.1796, Pate Georg Sprecher (?) Störk un dHaarpudermacher (Ebd., 75).
Tochter Barbara, getauft 3.2.1801, Patin Barbara Dobler, Kammerdienerin bei Kardinal Migazzi (Hofburgpfarre, Taufbuch 1755-1824, 82)."
5202,"N. G.v.","Zichy, geb. G.v. Kollowrath",,0,0,
4582,"Georg","Mayer",,0,0,
3410,"Michael Christoph Emanuel","Hagelgans","1761 Hof- und Kammermaler",2,0,"1725-77, dt. Maler

seit 1755 Hofmaler Hzg. Karls v. Lothringen, seit 1761 Hof- und Kammermaler MTs
Thieme, ALBK 15 (1922), 457."
4822,"Andreas","Heiss",,0,0,"Sohn von Franz Heiss, Zuckerbäcker und Brunnschöpfer, der am 20.4.1770 bei Hof an ex maligna febre starb (Hofburgpfarre, Sterbebuch, 1755-1824, 22). 
Die Witwe nach Franz Heiss, Victoria, heiratet am 5.6.1770 Lorenz Jordan, Kellerbinder, Doliarius aulicus (Hofburgpfarre, Trauungsbuch 1756-1810, 93). Seine Mutter/Stiefmutter?


Bruder von Karl, getauft 18.11.1765. 
vermutlich auch Bruder von Elisabeth? 

Wird am 8.11.1792 aus der Pfarre entlassen um Theresia Fischer in der Pfarre der Braut zu heiraten (Hofburgpfarre, Trauungsbuch 1756-1810, 165)."
4829,"Theresia","Wassermayr",,0,0,"Tochter von Maria Anna Kerlein (OMeA Akten K. 9, Nr. 361)."
3998,"Christian","Brand","1766 Hof- u. Kammermaler",0,0,"1722-95, öst. Landschaftsmaler, Zeichner, Radierer, Kupferstecher

ADB 3 (1876), 236f; NDB 2 (1955), 516."
4788,"Johanna","Lang","ab 1781 in Innsbruck",0,0,"1781 als zweite Kammermensch nach Elisabeth (Katharina!) Latour aufgenommen (P 41, 9r)."
4786,"Josepha","Togniola","ab 1781 in Innsbruck",0,0,"wird gleichzeitig mit Franziska, die bereits bei Maria Elisabeth als Kammermensch gedient hat, als Kammerdienerin angestellt (P 41, 7r). Kein verw. grad angegeben (auch nicht in P 41, 115r)."
2952,"Joseph Noel","Palucci","ab 1776 abw. In Florenz",2,0,"bekommt 1766 die Erlaubnis, sich für 2 Jahre zur Pflege seiner Gesundheit nach Florenz zu begeben. Er bekommt sein Gehalt weiter (P 31, 167v). 
Darf dauerhaft in Florenz bleiben (P 38, 168v)."
2585,"Maria Anna G.v.","Rosenberg",,1,0,"heiratet einen Grafen Thurn, aber nicht klar welchen. Vielleicht Franz, vielleicht ist sie die Mutter von Dominica Thurn, verh. Welsberg (Hofburgpfarre, Trauungsbuch 1756-1810, 114)."
3578,"Joseph Anton","Wiedemann",,2,0,"als einer der wenigen die 1765 scheinbar nicht in den Haupthof übernommen wurden. Oder scheint nur nicht mehr namentlich auf."
2480,"Anton","Grossesky",,2,0,"TZ für die Hochzeit von Johann Paul Steicher, Sartor und Josepha Malferschat (?) am 20.10.1748. Anderer TZ war Andreas Hess, Garderobier bei Joseph (Hofburgpfarre, Tauf-, Trauungsbuch, 728)."
3427,"Johann","Picker","1764 Rat, 1765 JUD",2,0,
5591,"Eva","La Foret",,0,0,
5217,"N. G.v.","Chotek, geb. G.v. Clary",,0,0,
2800,"Maria Anna G.v.","Thurn u. Valsassina","Mit Maria Anna am Brüsseler Hof",1,0,"hinterlassene mariannische Hofdame kommt aus NL zurück. 

Tochter von Sigismund G.v. Thurn und Schwester von Franz und Anton G.v. Thurn, heiratet am 20.1.1757 Karl Franz G.v. Calenberg (Gallenberg), den späteren Vizeajo der EH Ferdinand und Max (Arneth, Briefe MTs an ihre Kinder und Freunde, Bd. 4, 146).

Bekommt ab ? Bis 1781 1000 fl aus dem Geh. KZA (Geh. KZA 6, fol. 16 Nr. 41)."
4973,"Leopold","Gerübel (Gerubel)",,0,0,"stirbt 1796 (lt Schem 1796), trotzdem weiter im HK, konsequent mit vorname leopold. Wird franz gemeint sein, der hört 1796 auf."
4134,"Johann Baptist","Bernard","Weltpriester",0,0,
1914,"N. G.v.","Heister",,1,0,"eine Maria Anna Heister, verw. Generalin Peronin, bekommt 1000 fl jährl aus dem Geh. KZA (Geh. KZA 6, fol. 16 Nr. 42). Ist sie das? Steht leider nix von ehem. Hofdame."
2824,"Andreas","Hess",,2,0,"TZ für die Hochzeit von Johann Paul Steicher, Sartor und Josepha Malferschat (?) am 20.10.1748. Anderer TZ war Anton Grossesky, Kammerheizer bei Joseph (Hofburgpfarre, Tauf-, Trauungsbuch, 728)."
3426,"Leopold v.","Kriegel","1764 Rat, 1783 wHR, 1784 entlassen",2,0,"seit 1759 im kais. Dienst, anfänglich als NÖ Reg Sekretär bei versch. Landesfürstl Kommissionen, seit 1763 Rat (Assessor), bittet 1765 um Adjuta bis er in wirkl Besoldung aufrückt. Ist bis mind. 1765 offenbar s.n. Assessor, ist im HK aber nicht so drin! (AA 1765, K. 67, Nr. 120). 

Ist ab Nov.1765 auch für die Erbsteuerkommission tätig (P 30, 416v).

1784 gestrichen, ist der Truchsessenstelle wegen Verfälschungen verlustigt gegangen (OMeA Akten K. 8, Nr. 289). 

V"
3293,"Franz Karl","Eyl","1749 Rat",2,0,
1034,"Franziska v.","Griener",,1,0,"heiratet am 11.12.1727 Jakob von Minetti (Ratsagent) und tritt aus Hofdienst aus (GschK 1727;  Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 513)."
1780,"Johann Augustin","Romani","1732 JUD, 1745 Rat",2,0,
3396,"Sebastian","Hofmann",,2,0,"will 1767 volles Kammerdienergehalt (Alte Akten K. 70 (1767), Nr. 57."
5939,"Karolina E.v.","Martschläger",,0,0,"eine Maria Anna, geb. v. Martschläger ist mit Joseph v. Herrl, wirkl Rat und Subdirektor der geh. Kabinettskanzlei verheiratet. Tochter Maria Theresia wird am 15.2.1788 getauft, Parin war Theresia E.v. Trattner (Hofburgpfarre, Taufbuch, 1755-1824, 63).

Eine Josepha Martschläger, Tochter des kk Regierungsrats, war mit Joseph Anton, dem Sohn des Johann Thomas E.v. Trattner, verheiratet, daraus ein Sohn, der 1793 das Geschäft übernahm (Zum frohen Andenken, Anm. 14). Trattner selber war mit der Tochter des Hofmathematikers Nagel, Theresia, verheiratet. Ebd."
1460,"Anna Maria v.","Zeitler",,1,0,"heiratet am 18.12.1740 Franz Carl Frh. V. Bozy (Pozzi, Pozzy)  v. Rosenfeld, Capitaneus Castrensis sub Regimine de Browne, Witwer. TZ waren Franz E.v. Saffran, Franz Theophilus Fr.v. Palm, Johann Franz v. Würtz, Leopold v. Lebzeltern (Hofburgpfarre, Tauf- und Trauungsbuch 1619-1755, 644).

Auch 1741 als Kammerdienerin Elis. Chr. (OMeA ÄZA K. 40, 37r-39v).

Bekommt ab 1777 (?) als Witwe bis 1781 jährl 200 fl aus dem KZA (Geh. KZA 6, fol. 11 Nr. 6)."
6031,"N. G.v.","Bissingen, geb. G.v. Taxis",,0,0,
4974,"Franz","Gerübel (Gerubel)",,0,0,"lt Schem 1796 stirbt Leopold Gerubel 1796, ist aber konsequent weiter im HK. Vielleicht Franz gemeint?"
4526,"Joseph","Dögelmayr","vertritt ab 1780 den Kustos",0,0,"wird 1779 auf begehren des Burgpfarrers nach dem Tod des Custos Poy an seiner Stelle aufgenommen. War vorher Extrajunge in der Xaverikapelle (Wolfsgruber, Hofburgkapelle, 300). 


Verh. Mit Rosalia, geb. Herzigin. 
Sohn Joseph Philipp Maximilian, getauft 30.12.1788, Patin Eva Hueberin, herrschaftl. Kammerjungfrau, vertreten durch Katharina Fleischhaus, bürg. Schneidermeisterin und Hebame (Hofburgpfarre, Taufbuch 1755-1824, 63).
Sohn Friedrich Johann Evangelist Franz, getauft 10.12.1789, Pate war Friedrich E.v. Schäffer, Konzipistenadjunkt bei der Reichshofkanzlei (Ebd., 65)."
6219,"Theresia","Gruber, geb. Häusler","seit 1744 verh.",0,0,"Schwester von Andreas Gruber.

heiratet 1744 Matthias Gruber (P 17, 491v). 1745 wird ihr Mann in Hofdienst übernommen unter der Bedingung, dass seine Frau das Silber wäscht (P 18, 161r, AA 1744-45, 6.11.1745).

Tochter Franziska Maria Anna, getauft 16.10.1752 (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 173)."
6148,"Wolfgang","Steinmayr","schon vorher im Hofdienst",0,0,"bereits seit mind. 1759 Hofbauübergeher. 

gibt am 28.6.1757 seine Heiratsjuramente mit Catharina Stadtlin ab (Hofburgpfarre, Trauungsbuch 1749-72, 69).
Sohn Carl Franz de Paula, getauft 11.1.1759, Pate Carl Vorholzer, bürg. Flaschenmeister (Hofburgpfarre, Taufbuch 1755-1824, 4).
Sohn Wolfgang, getauft am 11.1.1761, selber Pate (Ebd., 10). 
Tochter Maria Anna, getauft 23.6.1763, Patin Maria Anna Vorholzer, Frau von Carl (Ebd., 16).
Tochter Magdalena, getauft 3.7.1765, Paten Maria Anna Vorholzer (Ebd. 18). 

Seine Frau stirbt am 29.5.1781 mit 59 Jahren (Hofburgpfarre, Sterbebuch, 1755-1824, 38). 

Wird jubiliert (P 41, 329v)."
5841,"N. F.v.","Ruspoli, geb. G.v. Khevenhüller",,0,0,
2221,"Matthias","Cronberger (Kronberger)","1759-61 s.n., BV des Kaisers",2,0,"1784 gestrichen, starb am 25.3.1784 am Schlagfluss im 59. Jahr Begraben am Matzleinsdorfer Gottesacker (Hofburgpfarre, Sterbebuch 1755-1824, 40)."
4972,"Ignaz Peter","Rauecker",,0,0,"wird 1787 mit 600 fl als Hoffutteramtsschreiber angestellt als sein Vorgänger, Ignaz R. aufrückt (P 45, Nr. 1030).

Bekommt 1791 höhere Gage (P 47 (1791), Nr. 585). 

Rückt wohl 1792 (nach Aufrückung Keils zum Hoffutteramtskassier) zum Hoffutterschreiber auf  (P 47 (1792), Nr. 585)."
2485,"Johann Heinrich","Fentzel (Venzl, Fenzel)",,2,0,"Vater von Anna Maria Venzl (Hofburgpfarre, Taufbuch 1755-1824, 4)."
3999,"Franz","Fuxeder (Fuchseder)","1765 Hof- u. Kammermaler",0,0,"1725-97, Thieme, Allg. Lexikon d. bild. Künste, 12 (1916), 610."
2563,"Johann Georg","Wenzelli",,2,0,"vorher schon Hofbarbier? Unklar (OMeA ÄZA K. 40, 31r)."
5233,"N. G.v.","Dietrichstein, geb. G.v. Waldstein",,0,0,
6032,"G.v.","Kohary, geb. G.v. Waldstein",,0,0,
6034,"N. G.v.","Palffy, geb. G.v. Hohenfeld",,0,0,
4238,"Anton","Pacher",,0,0,"1772 im schem, aber im HK noch nicht. 

Starb 1796 (lt Schem. 1796 Änderungen) am 1.3.1796 (Neddermeyer, 249)."
3127,"Thomas Friedrich","Gedon","1755 k.k. Kammermaler",2,0,"1728/31-67, 1755 Kammermaler (P 23, 222)."
2484,"Johann Heinrich","Kieselbacher",,2,0,"Eine M. Christina Kieselbacherin, dann verh. Schuitin, ist ein Kostkind des Hofes, bekommt ab 1.1.1767 eine Pension von 120 fl aus dem KZA, bis ihr Mann, der Praktikant im Landhaus (?) ist, eine Besoldung bekommt. Bis 1778, dann cessiert (Geh. KZA 6, fol. 32, Nr. 169)."
5842,"N. G.v.","Lazanski, geb. G.v. Falkenhayn",,0,0,"fehlt 1805"
1286,"Christina","Beer, geb. Ströbl (Strobl)","seit 1722 verh.",1,0,"heiratet am 31.10.1722 den kais. Kellerdiener Daniel Beer, TZ sind Jakob Wilbold, Kapelldiener und Christian Franz Beer. (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 457; Prot. 9)"
6033,"N. G.v.","Pergen, geb. G.v. Cavriani",,0,0,
3737,"Christoph","Mitschka","1762 h.e., 1766-81 im Dienst Marie Christines, 1781-83 in Innsbruck, ab 1784 jubil.",2,0,"geht mit Marie Christine mit (P 31, 221v) und kommt 1781 wieder zurück an den Hof (P 41, 7r). Geht nach Innsbruck mit M. Elisabeth (P 41, 115r)."
2506,"Eva Maria","Forni",,1,0,"
eine Eva Catharina de Fornin, kais. Kammerfrau starb am 30.6.1768 mit 80 Jahren bei Hof (Hofburgpfarre, Sterbebuch 1755-1824, 18)."
3273,"Theresia G.v.","Wildenstein",,1,0,"heiratet am 28.4.1755 Joseph G.v. Palassa, Kämmerer (Hofburgpfarre, Trauungsbuch 1749-72, 58)."
5406,"Johann","Lutz","Prof. f. Rechte, JUD",0,0,
2644,"Johann Franz","Stadler",,2,0,"starb am 12.3.1789 (Wolfsgruber, Hofburgkapelle, 321)."
5930,"Franz G.v.","Colloredo","1796 wK, M",0,0,"stirbt 1796 (Schem 1796, Änderungen)"
1524,"Sebastian","Ertl",,2,0,"ein Jakob Ertl (Örtl) ist um 1741 Mundküchentürhüter, eine Maria Örtl Mundköchin Gehilfin (OMeA ÄZA K. 40, 31r)."
5408,"Johann","Zizius","Prof. d. polit. Wissenschaften",0,0,
3885,"Sebastian","Neidlinger",,0,0,"verw. Mit Johann Reinhard Neidlinger, dem kön. Meisterkoch der 1742 Traiteur wird? (OMeA AA 1742, 112). 

Verw. Mit Richard Neidlinger, dem Traiteur?"
5405,"Franz Michael","Reiser","Prof. f. Universalgeschichte",0,0,
5543,"N. G.v.","Saurau, geb. G.v. Lodron",,0,0,
2938,"Joseph","Reicheneder",,2,0,"starb am 26.1.1769 (Hofburgpfarre, Sterbebuch, 1755-1824, 19)."
2963,"Johann Georg","Baldey",,2,0,"war er verheiratet? 
Mit einer Franziska?

Eine Franziska Baltayn war Amme der EH Amalia (geb. Febr 1746). Sie bekommt für ihren Sohn Franz, 13 J alt, ab 1.1.1764 100 fl aus dem Geh. KZA 
(Geh. KZA 6, fol. 17 Nr. 56). Seine Frau oder Verwandte?"
5843,"N. Caval.","Garzoni, geb. Caval. Querini",,0,0,
4328,"Johann Baptist","Prazner (Pratzner)",,0,0,
4008,"Ignaz Leonhard","Rauecker, E.v. Lilienheim","ev. ident mit Ignaz Peter, 1806 E.v. Lilienheim (eig. 1805)",0,0,"lt. Schematismus 1794-1801 könnte er ident sein mit Ignaz Peter, der vorher Hoffutterschreiber war. 

Lt. Schem. 1801 wohnt er in der Spiegelgasse 1164, lt. Schem. 1802 dann am Spittelberg 1. 

1805 E.v. Lilienheim (Megerle, 247)."
5410,"Johann v.","Stäger","1804 RM",0,0,
3809,"Andreas","Presoli",,2,0,"heiratet am 30.1.1738 Maria Anna Mansperger. TZ waren Johannes Wisinger, Laurenz Heindl, Joseph Mansperger, Franz Mansperger (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 621).

Tochter Maria Anna Appollonia, getauft 29.4.1739, Patin Appollonia Heindl (Hofburgpfarre, Tauf- und Trauungsbuch 1619-1755, 144).
Tochter Maria Appollonia, getauft 9.8.1741, Patin Appollonia Heindl (Ebd., 148). 
Zwillingstöchter Maria Barbara und Maria Anna, getauft 19.6.1743, (Nottaufe durch die Hebame), Patin Barbara Mansperger (Ebd., 153). 

Sohn Johann Franz getauft 27.12.1745, Pate war Franz Mansperger (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 160)."
6144,"Johann","Gerber",,0,0,"amt fehlt 1783 im hk, erst ab 1784 detaillierter."
4388,"Anton v.","Nell, E.v. Nellenberg u. Damenacher","auch bei der Obersten Justizstelle",0,0,
4851,"Joseph Ferdinand E.v.","Martschläger",,0,0,"Jägerei HK nur im Schem, 1794 Falknerei aufgehoben, in Jägerei übernommen.

Sohn v. Matthias F.?

Eine Maria Anna, geb. v. Martschläger ist mit Joseph v. Herrl, wirkl Rat und Subdirektor der geh. Kabinettskanzlei verheiratet. Tochter Maria Theresia wird am 15.2.1788 getauft, Patin war Theresia E.v. Trattner (Hofburgpfarre, Taufbuch, 1755-1824, 63).
Dem Ehepaar Herrl/Martschläger ist am 15.6.1789 ein Sohn namens Thomas Joseph getauft worden. Pate Johann Thomas Ritterv. Trattnern (Ebd. 64).

Eine Josepha Martschläger, Tochter des kk Regierungsrats, war mit Joseph Anton, dem Sohn des Johann Thomas E.v. Trattner, verheiratet, daraus ein Sohn, der 1793 das Geschäft übernahm (Zum frohen Andenken, Anm. 14). Trattner selber war mit der Tochter des Hofmathematikers Nagel, Theresia, verheiratet. Ebd."
